core,section,start,end,cycles,snitch_loads,snitch_stores,snitch_avg_load_latency,snitch_occupancy,total_ipc,snitch_issues,num_cores,num_data,num_local_data,max_val,seed
14,2,29194,30921,1728,6,1,1.6666666666666667,0.017361111111111112,0.017361111111111112,30,16,2,-1,32,1671362532
4,0,19849,28458,8610,54,58,8.547169811320755,0.03739837398373984,0.03739837398373984,322,16,2,-1,32,1671362532
4,1,28460,29959,1500,130,52,3.069230769230769,0.596,0.596,894,16,2,-1,32,1671362532
4,2,29961,30920,960,6,1,1.6666666666666667,0.03125,0.03125,30,16,2,-1,32,1671362532
13,0,19854,28460,8607,65,58,8.0,0.04775182990589055,0.04775182990589055,411,16,2,-1,32,1671362532
13,1,28462,30442,1981,175,57,3.4685714285714284,0.6219081272084805,0.6219081272084805,1232,16,2,-1,32,1671362532
13,2,30444,30921,478,40,7,2.4864864864864864,0.32217573221757323,0.32217573221757323,154,16,2,-1,32,1671362532
15,0,19862,28460,8599,69,58,7.9411764705882355,0.051517618327712525,0.051517618327712525,443,16,2,-1,32,1671362532
15,1,28462,29373,912,83,33,2.602409638554217,0.5986842105263158,0.5986842105263158,546,16,2,-1,32,1671362532
15,2,29375,30921,1547,17,4,2.25,0.04654169360051713,0.04654169360051713,72,16,2,-1,32,1671362532
8,0,19850,28459,8610,54,58,8.660377358490566,0.03739837398373984,0.03739837398373984,322,16,2,-1,32,1671362532
8,1,28461,30080,1620,137,33,3.576642335766423,0.6037037037037037,0.6037037037037037,978,16,2,-1,32,1671362532
8,2,30082,30922,841,16,2,2.066666666666667,0.07847800237812129,0.07847800237812129,66,16,2,-1,32,1671362532
12,0,19851,28460,8610,54,58,8.69811320754717,0.03739837398373984,0.03739837398373984,322,16,2,-1,32,1671362532
12,1,28462,29846,1385,126,45,3.126984126984127,0.6252707581227437,0.6252707581227437,866,16,2,-1,32,1671362532
12,2,29848,30921,1074,6,1,1.6666666666666667,0.027932960893854747,0.027932960893854747,30,16,2,-1,32,1671362532
2,0,19856,28457,8602,76,58,7.293333333333332,0.05800976517089049,0.05800976517089049,499,16,2,-1,32,1671362532
2,1,28459,29193,735,68,17,2.617647058823529,0.601360544217687,0.601360544217687,442,16,2,-1,32,1671362532
2,2,29195,30919,1725,6,1,1.6666666666666667,0.017391304347826087,0.017391304347826087,30,16,2,-1,32,1671362532
5,0,19852,28458,8607,65,58,7.828125,0.04775182990589055,0.04775182990589055,411,16,2,-1,32,1671362532
5,1,28460,30235,1776,154,43,3.551948051948052,0.6182432432432432,0.6182432432432432,1098,16,2,-1,32,1671362532
5,2,30237,30920,684,29,4,2.333333333333333,0.16374269005847952,0.16374269005847952,112,16,2,-1,32,1671362532
10,0,19858,28459,8602,76,59,7.635135135135134,0.057661009067658676,0.057661009067658676,496,16,2,-1,32,1671362532
10,1,28461,29291,831,75,25,2.6266666666666665,0.5872442839951865,0.5872442839951865,488,16,2,-1,32,1671362532
10,2,29293,30922,1630,6,1,1.6666666666666667,0.018404907975460124,0.018404907975460124,30,16,2,-1,32,1671362532
6,0,19857,28458,8602,70,58,7.782608695652174,0.05242966751918159,0.05242966751918159,451,16,2,-1,32,1671362532
6,1,28460,29999,1540,134,19,3.7835820895522385,0.6246753246753247,0.6246753246753247,962,16,2,-1,32,1671362532
6,2,30001,30920,920,19,3,2.333333333333333,0.08260869565217391,0.08260869565217391,76,16,2,-1,32,1671362532
3,0,19841,28457,8617,70,58,7.449275362318841,0.052338400835557616,0.052338400835557616,451,16,2,-1,32,1671362532
3,1,28459,29519,1061,92,36,2.6739130434782608,0.5711592836946278,0.5711592836946278,606,16,2,-1,32,1671362532
3,2,29521,30919,1399,17,4,2.25,0.051465332380271615,0.051465332380271615,72,16,2,-1,32,1671362532
9,0,19853,28459,8607,65,58,7.796875,0.04775182990589055,0.04775182990589055,411,16,2,-1,32,1671362532
9,1,28461,29646,1186,106,33,3.1886792452830184,0.6155143338954469,0.6155143338954469,730,16,2,-1,32,1671362532
9,2,29648,30922,1275,6,1,1.6666666666666667,0.023529411764705882,0.023529411764705882,30,16,2,-1,32,1671362532
0,0,19802,28457,8656,59,2383,7.5344827586206895,0.8728049907578558,0.8728049907578558,7555,16,2,-1,32,1671362532
0,1,28459,30604,2146,185,75,3.3459459459459464,0.6123019571295434,0.6123019571295434,1314,16,2,-1,32,1671362532
0,2,30606,30926,321,57,10,2.509433962264151,0.6292834890965732,0.6292834890965732,202,16,2,-1,32,1671362532
7,0,19860,28458,8599,76,58,7.6,0.058030003488777765,0.058030003488777765,499,16,2,-1,32,1671362532
7,1,28460,29618,1159,100,25,3.23,0.5953408110440035,0.5953408110440035,690,16,2,-1,32,1671362532
7,2,29620,30920,1301,6,1,1.6666666666666667,0.023059185242121444,0.023059185242121444,30,16,2,-1,32,1671362532
24,0,19853,28538,8686,49,42,12.520833333333336,0.038107299102003216,0.038107299102003216,331,32,2,-1,32,1671362532
24,1,28540,29971,1432,123,39,3.7154471544715446,0.6215083798882681,0.6215083798882681,890,32,2,-1,32,1671362532
24,2,29973,30770,798,6,1,1.6666666666666667,0.03759398496240601,0.03759398496240601,30,32,2,-1,32,1671362532
25,0,19869,28538,8670,60,42,11.0,0.048327566320645915,0.048327566320645915,419,32,2,-1,32,1671362532
25,1,28540,30093,1554,123,41,3.7560975609756095,0.5830115830115831,0.5830115830115831,906,32,2,-1,32,1671362532
25,2,30095,30770,676,38,8,2.3714285714285714,0.22189349112426035,0.22189349112426035,150,32,2,-1,32,1671362532
1,0,19820,28532,8713,49,42,11.916666666666664,0.0379892115230116,0.0379892115230116,331,32,2,-1,32,1671362532
1,1,28534,29858,1325,108,9,4.333333333333333,0.6173584905660378,0.6173584905660378,818,32,2,-1,32,1671362532
1,2,29860,30764,905,6,1,1.6666666666666667,0.03314917127071823,0.03314917127071823,30,32,2,-1,32,1671362532
11,0,19881,28534,8654,38,42,13.891891891891891,0.027963947307603418,0.027963947307603418,242,32,2,-1,32,1671362532
11,1,28536,29882,1347,111,33,3.81981981981982,0.607275426874536,0.607275426874536,818,32,2,-1,32,1671362532
11,2,29884,30767,884,17,4,2.25,0.08144796380090498,0.08144796380090498,72,32,2,-1,32,1671362532
14,0,19873,28535,8663,59,42,11.310344827586205,0.04744314902458732,0.04744314902458732,411,32,2,-1,32,1671362532
14,1,28537,29385,849,69,25,3.36231884057971,0.5771495877502945,0.5771495877502945,490,32,2,-1,32,1671362532
14,2,29387,30766,1380,6,1,1.6666666666666667,0.021739130434782608,0.021739130434782608,30,32,2,-1,32,1671362532
26,0,19876,28538,8663,53,42,12.115384615384615,0.04190234329908808,0.04190234329908808,363,32,2,-1,32,1671362532
26,1,28540,29464,925,77,33,3.2467532467532467,0.5902702702702702,0.5902702702702702,546,32,2,-1,32,1671362532
26,2,29466,30770,1305,17,4,2.25,0.05517241379310345,0.05517241379310345,72,32,2,-1,32,1671362532
20,0,19852,28537,8686,49,42,12.520833333333336,0.038107299102003216,0.038107299102003216,331,32,2,-1,32,1671362532
20,1,28539,29675,1137,94,17,4.031914893617022,0.613896218117854,0.613896218117854,698,32,2,-1,32,1671362532
20,2,29677,30769,1093,19,3,2.333333333333333,0.06953339432753887,0.06953339432753887,76,32,2,-1,32,1671362532
31,0,19886,28539,8654,38,42,14.513513513513516,0.027963947307603418,0.027963947307603418,242,32,2,-1,32,1671362532
31,1,28541,29723,1183,100,27,3.8,0.6170752324598479,0.6170752324598479,730,32,2,-1,32,1671362532
31,2,29725,30771,1047,17,4,2.25,0.06876790830945559,0.06876790830945559,72,32,2,-1,32,1671362532
16,0,19851,28536,8686,49,42,12.729166666666664,0.038107299102003216,0.038107299102003216,331,32,2,-1,32,1671362532
16,1,28538,29518,981,85,29,3.5294117647058822,0.6136595310907238,0.6136595310907238,602,32,2,-1,32,1671362532
16,2,29520,30768,1249,17,4,2.25,0.057646116893514815,0.057646116893514815,72,32,2,-1,32,1671362532
4,0,19848,28533,8686,49,42,12.0,0.038107299102003216,0.038107299102003216,331,32,2,-1,32,1671362532
4,1,28535,29111,577,49,17,3.0204081632653064,0.5857885615251299,0.5857885615251299,338,32,2,-1,32,1671362532
4,2,29113,30765,1653,6,1,1.6666666666666667,0.01814882032667877,0.01814882032667877,30,32,2,-1,32,1671362532
13,0,19866,28535,8670,38,42,13.513513513513516,0.02791234140715109,0.02791234140715109,242,32,2,-1,32,1671362532
13,1,28537,29527,991,81,17,3.962962962962963,0.5973763874873865,0.5973763874873865,592,32,2,-1,32,1671362532
13,2,29529,30766,1238,6,1,1.6666666666666667,0.02423263327948304,0.02423263327948304,30,32,2,-1,32,1671362532
23,0,19884,28537,8654,38,42,14.648648648648651,0.027963947307603418,0.027963947307603418,242,32,2,-1,32,1671362532
23,1,28539,30252,1714,141,49,3.851063829787234,0.6056009334889149,0.6056009334889149,1038,32,2,-1,32,1671362532
23,2,30254,30769,516,50,8,2.4565217391304346,0.3682170542635659,0.3682170542635659,190,32,2,-1,32,1671362532
18,0,19874,28536,8663,53,42,12.019230769230768,0.04190234329908808,0.04190234329908808,363,32,2,-1,32,1671362532
18,1,28538,29644,1107,93,25,3.741935483870968,0.6160794941282746,0.6160794941282746,682,32,2,-1,32,1671362532
18,2,29646,30768,1123,27,5,2.28,0.09617097061442564,0.09617097061442564,108,32,2,-1,32,1671362532
22,0,19875,28537,8663,53,42,12.076923076923075,0.04190234329908808,0.04190234329908808,363,32,2,-1,32,1671362532
22,1,28539,30044,1506,123,44,3.6585365853658534,0.5936254980079682,0.5936254980079682,894,32,2,-1,32,1671362532
22,2,30046,30769,724,6,1,1.6666666666666667,0.04143646408839779,0.04143646408839779,30,32,2,-1,32,1671362532
21,0,19868,28537,8670,60,42,10.966101694915254,0.048327566320645915,0.048327566320645915,419,32,2,-1,32,1671362532
21,1,28539,29542,1004,81,33,3.3703703703703702,0.5756972111553785,0.5756972111553785,578,32,2,-1,32,1671362532
21,2,29544,30769,1226,6,1,1.8333333333333333,0.024469820554649267,0.024469820554649267,30,32,2,-1,32,1671362532
15,0,19882,28535,8654,49,42,13.1875,0.038248208920730296,0.038248208920730296,331,32,2,-1,32,1671362532
15,1,28537,29475,939,78,33,3.2692307692307687,0.5899893503727369,0.5899893503727369,554,32,2,-1,32,1671362532
15,2,29477,30766,1290,16,2,2.066666666666667,0.05116279069767442,0.05116279069767442,66,32,2,-1,32,1671362532
8,0,19849,28534,8686,49,42,12.375,0.038107299102003216,0.038107299102003216,331,32,2,-1,32,1671362532
8,1,28536,29917,1382,115,37,3.817391304347826,0.6020260492040521,0.6020260492040521,832,32,2,-1,32,1671362532
8,2,29919,30767,849,6,1,1.6666666666666667,0.0353356890459364,0.0353356890459364,30,32,2,-1,32,1671362532
12,0,19850,28535,8686,54,42,11.60377358490566,0.042712410775961315,0.042712410775961315,371,32,2,-1,32,1671362532
12,1,28537,29682,1146,94,17,3.98936170212766,0.6090750436300174,0.6090750436300174,698,32,2,-1,32,1671362532
12,2,29684,30766,1083,29,4,2.333333333333333,0.10341643582640812,0.10341643582640812,112,32,2,-1,32,1671362532
2,0,19870,28532,8663,55,42,11.388888888888891,0.043749278540921165,0.043749278540921165,379,32,2,-1,32,1671362532
2,1,28534,29712,1179,101,29,3.7425742574257432,0.6191687871077184,0.6191687871077184,730,32,2,-1,32,1671362532
2,2,29714,30764,1051,17,4,2.25,0.06850618458610848,0.06850618458610848,72,32,2,-1,32,1671362532
5,0,19864,28533,8670,54,42,11.415094339622641,0.04279123414071511,0.04279123414071511,371,32,2,-1,32,1671362532
5,1,28535,29834,1300,110,37,3.654545454545455,0.6107692307692307,0.6107692307692307,794,32,2,-1,32,1671362532
5,2,29836,30765,930,27,5,2.28,0.11612903225806452,0.11612903225806452,108,32,2,-1,32,1671362532
10,0,19872,28534,8663,53,42,12.115384615384615,0.04190234329908808,0.04190234329908808,363,32,2,-1,32,1671362532
10,1,28536,29733,1198,98,33,3.6020408163265305,0.5959933222036727,0.5959933222036727,714,32,2,-1,32,1671362532
10,2,29735,30767,1033,6,1,1.6666666666666667,0.029041626331074537,0.029041626331074537,30,32,2,-1,32,1671362532
28,0,19854,28539,8686,49,42,12.979166666666664,0.038107299102003216,0.038107299102003216,331,32,2,-1,32,1671362532
28,1,28541,29642,1102,93,19,3.9139784946236564,0.6188747731397459,0.6188747731397459,682,32,2,-1,32,1671362532
28,2,29644,30771,1128,6,1,1.6666666666666667,0.026595744680851064,0.026595744680851064,30,32,2,-1,32,1671362532
30,0,19877,28539,8663,53,42,12.173076923076925,0.04190234329908808,0.04190234329908808,363,32,2,-1,32,1671362532
30,1,28541,29228,688,58,25,3.034482758620689,0.5843023255813954,0.5843023255813954,402,32,2,-1,32,1671362532
30,2,29230,30771,1542,6,1,1.6666666666666667,0.019455252918287938,0.019455252918287938,30,32,2,-1,32,1671362532
6,0,19872,28533,8662,59,42,11.241379310344827,0.047448626183329484,0.047448626183329484,411,32,2,-1,32,1671362532
6,1,28535,29727,1193,97,36,3.4432989690721647,0.5817267393126572,0.5817267393126572,694,32,2,-1,32,1671362532
6,2,29729,30765,1037,16,2,2.066666666666667,0.06364513018322084,0.06364513018322084,66,32,2,-1,32,1671362532
3,0,19840,28532,8693,62,43,10.083333333333334,0.049695157022891984,0.049695157022891984,432,32,2,-1,32,1671362532
3,1,28534,29663,1130,87,41,3.2758620689655173,0.5469026548672566,0.5469026548672566,618,32,2,-1,32,1671362532
3,2,29665,30764,1100,6,1,1.6666666666666667,0.027272727272727268,0.027272727272727268,30,32,2,-1,32,1671362532
17,0,19867,28536,8670,60,42,11.016949152542374,0.048327566320645915,0.048327566320645915,419,32,2,-1,32,1671362532
17,1,28538,29332,795,64,17,3.46875,0.5761006289308176,0.5761006289308176,458,32,2,-1,32,1671362532
17,2,29334,30768,1435,6,1,1.6666666666666667,0.020905923344947737,0.020905923344947737,30,32,2,-1,32,1671362532
9,0,19865,28534,8670,60,42,10.966101694915254,0.048327566320645915,0.048327566320645915,419,32,2,-1,32,1671362532
9,1,28536,30158,1623,130,33,3.9230769230769234,0.5976586568083796,0.5976586568083796,970,32,2,-1,32,1671362532
9,2,30160,30767,608,40,7,2.4054054054054053,0.2532894736842105,0.2532894736842105,154,32,2,-1,32,1671362532
19,0,19883,28536,8654,38,42,14.351351351351349,0.027963947307603418,0.027963947307603418,242,32,2,-1,32,1671362532
19,1,28538,29115,578,49,17,3.0612244897959178,0.5847750865051903,0.5847750865051903,338,32,2,-1,32,1671362532
19,2,29117,30768,1652,6,1,1.6666666666666667,0.018159806295399514,0.018159806295399514,30,32,2,-1,32,1671362532
0,0,19801,28532,8732,43,2367,10.714285714285714,0.8560467246907925,0.8560467246907925,7475,32,2,-1,32,1671362532
0,1,28534,30386,1853,153,67,3.5359477124183005,0.6011872638963842,0.6011872638963842,1114,32,2,-1,32,1671362532
0,2,30388,30771,384,68,13,2.571428571428572,0.6354166666666666,0.6354166666666666,244,32,2,-1,32,1671362532
27,0,19885,28538,8654,38,42,14.702702702702705,0.027963947307603418,0.027963947307603418,242,32,2,-1,32,1671362532
27,1,28540,29068,529,44,17,2.9318181818181817,0.5595463137996219,0.5595463137996219,296,32,2,-1,32,1671362532
27,2,29070,30770,1701,6,1,1.6666666666666667,0.01763668430335097,0.01763668430335097,30,32,2,-1,32,1671362532
7,0,19879,28533,8655,38,42,13.972972972972975,0.02796071634893125,0.02796071634893125,242,32,2,-1,32,1671362532
7,1,28535,29198,664,58,17,3.327586206896552,0.6174698795180723,0.6174698795180723,410,32,2,-1,32,1671362532
7,2,29200,30765,1566,6,1,1.6666666666666667,0.019157088122605363,0.019157088122605363,30,32,2,-1,32,1671362532
29,0,19870,28539,8670,60,42,11.016949152542374,0.048327566320645915,0.048327566320645915,419,32,2,-1,32,1671362532
29,1,28541,29934,1394,110,41,3.6454545454545455,0.5738880918220947,0.5738880918220947,800,32,2,-1,32,1671362532
29,2,29936,30771,836,27,5,2.28,0.1291866028708134,0.1291866028708134,108,32,2,-1,32,1671362532
34,0,19882,28927,9046,53,34,15.692307692307693,0.0427813398187044,0.0427813398187044,387,64,2,-1,32,1671362532
34,1,28929,29482,554,43,17,3.4651162790697674,0.5667870036101083,0.5667870036101083,314,64,2,-1,32,1671362532
34,2,29484,30930,1447,6,1,1.6666666666666667,0.02073255010366275,0.02073255010366275,30,64,2,-1,32,1671362532
45,0,19869,28930,9062,43,34,19.761904761904766,0.03387773118516884,0.03387773118516884,307,64,2,-1,32,1671362532
45,1,28932,30241,1310,96,33,3.9166666666666665,0.5511450381679389,0.5511450381679389,722,64,2,-1,32,1671362532
45,2,30243,30917,675,17,4,2.25,0.10666666666666667,0.10666666666666667,72,64,2,-1,32,1671362532
24,0,19825,28925,9101,30,34,23.344827586206893,0.02219536314690693,0.02219536314690693,202,64,2,-1,32,1671362532
24,1,28927,29475,549,45,19,3.555555555555556,0.5865209471766849,0.5865209471766849,322,64,2,-1,32,1671362532
24,2,29477,30928,1452,6,1,1.6666666666666667,0.02066115702479339,0.02066115702479339,30,64,2,-1,32,1671362532
43,0,19903,28929,9027,48,34,17.78723404255319,0.03844023485100255,0.03844023485100255,347,64,2,-1,32,1671362532
43,1,28931,29549,619,49,9,4.183673469387755,0.5977382875605816,0.5977382875605816,370,64,2,-1,32,1671362532
43,2,29551,30916,1366,6,1,1.6666666666666667,0.02196193265007321,0.02196193265007321,30,64,2,-1,32,1671362532
25,0,19864,28925,9062,43,34,20.142857142857142,0.03387773118516884,0.03387773118516884,307,64,2,-1,32,1671362532
25,1,28927,29692,766,52,25,3.4038461538461537,0.4934725848563969,0.4934725848563969,378,64,2,-1,32,1671362532
25,2,29694,30928,1235,16,2,2.066666666666667,0.053441295546558715,0.053441295546558715,66,64,2,-1,32,1671362532
1,0,19783,28919,9137,30,34,22.17241379310345,0.022107912881689836,0.022107912881689836,202,64,2,-1,32,1671362532
1,1,28921,30167,1247,98,41,3.76530612244898,0.5854049719326383,0.5854049719326383,730,64,2,-1,32,1671362532
1,2,30169,30922,754,6,1,1.6666666666666667,0.03978779840848806,0.03978779840848806,30,64,2,-1,32,1671362532
39,0,19902,28928,9027,48,34,17.74468085106383,0.03844023485100255,0.03844023485100255,347,64,2,-1,32,1671362532
39,1,28930,29934,1005,81,19,4.1234567901234565,0.6069651741293532,0.6069651741293532,610,64,2,-1,32,1671362532
39,2,29936,30931,996,16,2,2.066666666666667,0.06626506024096386,0.06626506024096386,66,64,2,-1,32,1671362532
47,0,19904,28930,9027,48,34,17.829787234042552,0.03844023485100255,0.03844023485100255,347,64,2,-1,32,1671362532
47,1,28932,30148,1217,98,27,4.091836734693878,0.6064092029580936,0.6064092029580936,738,64,2,-1,32,1671362532
47,2,30150,30917,768,6,1,1.6666666666666667,0.0390625,0.0390625,30,64,2,-1,32,1671362532
42,0,19884,28929,9046,53,34,15.788461538461537,0.0427813398187044,0.0427813398187044,387,64,2,-1,32,1671362532
42,1,28931,29876,946,77,29,3.7662337662337664,0.5940803382663847,0.5940803382663847,562,64,2,-1,32,1671362532
42,2,29878,30916,1039,30,6,2.4285714285714284,0.11357074109720885,0.11357074109720885,118,64,2,-1,32,1671362532
32,0,19828,28927,9100,30,34,23.344827586206893,0.0221978021978022,0.0221978021978022,202,64,2,-1,32,1671362532
32,1,28929,29567,639,51,17,3.843137254901962,0.5915492957746479,0.5915492957746479,378,64,2,-1,32,1671362532
32,2,29569,30930,1362,17,4,2.25,0.05286343612334802,0.05286343612334802,72,64,2,-1,32,1671362532
11,0,19894,28921,9028,47,34,18.15217391304348,0.037549844926894116,0.037549844926894116,339,64,2,-1,32,1671362532
11,1,28923,29690,768,62,19,4.0,0.5963541666666666,0.5963541666666666,458,64,2,-1,32,1671362532
11,2,29692,30924,1233,6,1,1.6666666666666667,0.024330900243309004,0.024330900243309004,30,64,2,-1,32,1671362532
14,0,19877,28922,9046,51,34,15.98,0.04101260225514039,0.04101260225514039,371,64,2,-1,32,1671362532
14,1,28924,29582,659,53,17,3.7358490566037736,0.5978755690440061,0.5978755690440061,394,64,2,-1,32,1671362532
14,2,29584,30925,1342,6,1,1.6666666666666667,0.022354694485842028,0.022354694485842028,30,64,2,-1,32,1671362532
26,0,19880,28925,9046,51,34,16.08,0.04101260225514039,0.04101260225514039,371,64,2,-1,32,1671362532
26,1,28927,29539,613,49,9,4.081632653061225,0.6035889070146819,0.6035889070146819,370,64,2,-1,32,1671362532
26,2,29541,30928,1388,6,1,1.6666666666666667,0.021613832853025938,0.021613832853025938,30,64,2,-1,32,1671362532
41,0,19868,28929,9062,43,34,19.714285714285715,0.03387773118516884,0.03387773118516884,307,64,2,-1,32,1671362532
41,1,28931,29343,413,25,17,2.48,0.4116222760290557,0.4116222760290557,170,64,2,-1,32,1671362532
41,2,29345,30916,1572,6,1,1.6666666666666667,0.019083969465648856,0.019083969465648856,30,64,2,-1,32,1671362532
20,0,19824,28924,9101,30,34,23.27586206896552,0.02219536314690693,0.02219536314690693,202,64,2,-1,32,1671362532
20,1,28926,29467,542,45,19,3.511111111111111,0.5940959409594095,0.5940959409594095,322,64,2,-1,32,1671362532
20,2,29469,30927,1459,17,4,2.25,0.04934886908841672,0.04934886908841672,72,64,2,-1,32,1671362532
61,0,19827,28934,9108,61,34,12.466666666666667,0.049516908212560384,0.049516908212560384,451,64,2,-1,32,1671362532
